Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Avg age,Injury,Fatal,Investigator or Source,href formula
1972.08.29,1972,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",Surfing,M,15.0,28.0,Left calf bitten,N,"Ocala Star Banner, 8/30/1972",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.08.29-VanLeer.pdf
1972.08.17,1972,Unprovoked,USA,Hawaii,"Waimanu, Honoka'a, Hawai'i",Spearfishing,M,,28.0,Forearm bitten,N,"J. Borg, p.74; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.08.17-Fotherby.pdf
1972.07.05,1972,Invalid,USA,California,"Laguna Beach, Orange County",Diving,,,28.0,Sharks reportedly bit legs & fins ,N,Unconfirmed Report,http://sharkattackfile.net/spreadsheets/pdf_directory/1972.07.05-NV-California.pdf
1972.06.10,1972,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,22.0,28.0,Buttocks bitten,N,P. Salick,http://sharkattackfile.net/spreadsheets/pdf_directory/1972.06.10-Salick.pdf
1972.05.28,1972,Unprovoked,USA,California,"Bird Rock, near Tomales Point, Marin County",Free diving for abalone,M,32.0,28.0,Bitten on legs & buttock,N,"D. Miller & R. Collier, R. Collier, pp.48-50; Evening Tribune (San Diego) 7/17/1972; H.D. Baldridge, p.78; J. McCosker & R.N. Lea ",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.05.28-Himmrich_Collier.pdf
1972.03.16,1972,Unprovoked,USA,Hawaii,"Waihe'e, Wailuku, Maui",Spearfishing,M,,28.0,Leg bitten,N,"J. Borg, p.74; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1972.03.16-Gomes.pdf
1971.10.23,1971,Unprovoked,USA,Florida,"Ft. Pierce, St Lucie County",Surfing,M,18.0,28.0,"Right shoulder, arm & hand bitten",N,"News Tribune, 10/25/1971 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.10.23-Milford.pdf
1971.10.02,1971,Unprovoked,USA,California,"Sea Ranch, Sonoma County",Scuba diving,M,30.0,28.0,Bitten on legs,N,"D. Miller & R. Collier; R. Collier, p. 48",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.10.02-Ward_Collier.pdf
1971.09.25,1971,Unprovoked,USA,North Carolina,"Emerald Isle, Carteret County",Surfing,,17.0,28.0,Left foot injured,N,"F. Schwartz, p.23",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.09.25-Horner.pdf
1971.07.26,1971,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,M,,28.0,Laceration to left ankle,N,"Miami News, 7/27/1971",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.07.26-Prather.pdf
1971.07.19,1971,Unprovoked,USA,California,"Point Purisima, Santa Barbara County",Hookah diving (submerged),M,,28.0,"Major injuries to head, buttocks & back",N,"D. Miller & R. Collier, R. Collier, pp.51-52; J. McCosker & R.N. Lea",http://sharkattackfile.net/spreadsheets/pdf_directory/1971.07.19-Gray_Collier.pdf
1970.12.03,1970,Sea Disaster,USA,Hawaii,Kauai,Shipwreck,M,41.0,28.0,Right thigh lacerated,N,"The Argus, 12/7/1970, p.2",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.12.03-Leopold.pdf
1970.10.24,1970,Unprovoked,USA,Hawaii,"Brennecke Beach, Po'ipu, Kaua'i",Body surfing,M,,28.0,Shoulder & arm bitten,N,"J. Borg, p.74; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.10.24-Mattan.pdf
1970.10.00,1970,Unprovoked,USA,Florida,"Matanzas Inlet, St Johns County",Surfing,M,,28.0,Bitten on right leg above the ankle,N,"H. Wessel, Orlando Sentinel, 8/1/2001 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.10.00-Baker.pdf
1970.09.05,1970,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Floating on a raft,M,18.0,28.0,Laceration to left foot,N,"St. Petersburg Times, 9/7/1970, p.12B",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.09.05-Hodgson.pdf
1970.09.00,1970,Unprovoked,USA,South Carolina,,Swimming,M,,28.0,Foot lacerated,N,"H.D. Baldridge (1994), SAF Case #1630",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.09.00.c-Kirakas.pdf
1970.09.00,1970,Unprovoked,USA,Florida,Pinellas County,Scuba diving,M,,28.0,Calf / knee injured?,N,SAF Case #1485,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.09.00.a-NV-male.pdf
1970.06.22,1970,Provoked,USA,Florida,"Dania, Broward County",Fishing,M,13.0,28.0,Bitten on calf by hooked shark PROVOKED INCIDENT,N,Bridgeport Post 6/22/1970,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.06.22-Faulkner.pdf
1970.03.31,1970,Invalid,USA,Hawaii,"Waimea Bay, O'ahu",Body surfing,M,,28.0,"Swept out to sea,  body not recovered",Y,"J. Borg, p.74",http://sharkattackfile.net/spreadsheets/pdf_directory/1970.03.31-Reathaford.pdf
1970.03.23,1970,Unprovoked,USA,Florida,Manatee County,Wading,M,19.0,28.0,Foot & calf lacerated,N,H.D. Baldridge (1994) SAF Case #1620,http://sharkattackfile.net/spreadsheets/pdf_directory/1970.03.23-Fetterman.pdf
1969.11.11,1969,Unprovoked,USA,Hawaii,"Barber�s Point, O'ahu",Scuba diving for lobsters,M,,28.0,"Abrasions on upper leg, laceration on ankle, scuba tank bitten",N,"H.D. Baldridge, p.185; J. Borg, p.74;  L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.11.11-McGinnis.pdf
1969.10.14,1969,Unprovoked,USA,Hawaii,Hawaii,Diving,M,,28.0,No injury,N,H.D. Baldridge (1994) SAF Case #1579,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.10.14-NV-Hegeman.pdf
1969.09.06,1969,Unprovoked,USA,California,"Bird Rock, Tomales Point, near Marin County / Sonoma County border",Free diving for abalone,M,53.0,28.0,Leg & ankle severely bitten,N,"D. Miller & R. Collier; R. Collier, pp.42-44; H.D. Baldridge, p.78;",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.09.06-DonaldJoslin_Collier.pdf
1969.08.29,1969,Unprovoked,USA,Florida,"North Beach, St. Lucie County",Floating on his back,M,,28.0,Laceration to right leg,N,"News Tribune, 8/30/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.08.29-Barnes.pdf
1969.08.22,1969,Provoked,USA,Massachusetts,40 miles south of Nantucket,Fishing,M,28.0,28.0,Leg bitten by netted shark PROVOKED INCIDENT,N,"Portsmouth Herald, 8/23/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.08.22-Eleniefsky.pdf
1969.08.02,1969,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15.0,28.0,Lacerations to lower leg,N,"St. Petersburg Times, 8/3/1969; H.D. Baldridge (1994) SAF Case #1570",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.08.02-Wilson.pdf
1969.08.01,1969,Unprovoked,USA,Florida,"St. Petersburg, Pinnellas County",Body surfing,M,13.0,28.0,Lacerations to right lower leg & left arm and hand,N,"NYTimes, 8/3/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.08.01-Wamser.pdf
1969.07.22,1969,Provoked,USA,Florida,Florida Keys,,M,13.0,28.0,Scrape on head. Recorded as PROVOKED INCIDENT,N,H.D. Baldridge (1994) SAF Case #1603,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.07.22-NV-Griffin.pdf
1969.07.20,1969,Unprovoked,USA,California,"Pigeon Point, San Mateo County",Freediving for abalone (at surface),M,,28.0,"Foot bitten, minor injury",N,"D. Miller & R. Collier; R. Collier, p. 42",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.07.20-Colby_Collier.pdf
1969.06.27,1969,Unprovoked,USA,Florida,Florida Keys,Wading,M,22.0,28.0,No details,UNKNOWN,H.D.Baldridge (1994) SAF Case #1652,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.06.27-NV-Benham.pdf
1969.06.00,1969,Unprovoked,USA,Florida,Sarasota County,Wading,M,,28.0,No injury,N,H.D.Baldridge (1994) SAF Case #1609,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.06.00-NV-Holmes.pdf
1969.05.25,1969,Provoked,USA,Texas,Packery Channel,Surf-fishing,M,,28.0,Foot lacerated when he stepped on the shark  PROVOKED INCIDENT,N,"Corpus Christi Times, 5/26/1969; H.D.Baldridge (1994) SAF Case #1629",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.05.25-Barnett.pdf
1969.05.24,1969,Provoked,USA,Florida,Sarasota County,Diving,M,23.0,28.0,Laceration to buttocks Recorded as PROVOKED INCIDENT,N,H.D.Baldridge (1994) SAF Case #1596,http://sharkattackfile.net/spreadsheets/pdf_directory/1969.05.24-NV-Martel.pdf
1969.04.19,1969,Provoked,USA,Florida,"Marathon, Monroe County",Fishing,M,,28.0,Laceration to foot from dead shark PROVOKED INCIDENT,N,"Tri-City Herald, 4/21/1969",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.04.19-Horner.pdf
1969.03.09,1969,Unprovoked,USA,Hawaii,"Makaha, O'ahu",Surfing,M,16.0,28.0,Leg & surfboard bitten,N,"J. Borg, p.73; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1969.03.09-Lee.pdf
1968.10.13,1968,Unprovoked,USA,Florida,"Egmont Key, Hillsborough County",Spearfishing using Scuba,M,,28.0,Swim fin bitten,N,"H.D. Baldridge, p.185",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.10.13-Johnson.pdf
1968.09.22,1968,Invalid,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,,,28.0,,UNKNOWN, M. Vorenberg,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.09.22-NV-RivieraBeach.pdf
1968.08.24,1968,Unprovoked,USA,Florida,Half mile north of Juno Beach Pier,Playing with a frisbee in the shallows,,,28.0,"Shark bumped Colleen, the nudged Scott, then bit Frisbee & swam away with it",N,"M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.08.24-Chamberlin.pdf
1968.08.21,1968,Unprovoked,USA,Florida,Okaloosa County,Standing,M,15.0,28.0,Leg & arm bitten,N,"Brownsville Herald, 8/14/1968; H.D.Baldridge, SAF Case  #1553",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.08.21-PeterBall.pdf
1968.07.27,1968,Unprovoked,USA,California,"Bodega Rock, Sonoma County",Free diving,M,25.0,28.0,Major injury to torso,N,"D. Miller & R. Collier; R. Collier, pp.41-42; H.D. Baldridge, p.76, 138, 191, 194, 206",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.07.27-FrankLogan_Collier.pdf
1968.07.23,1968,Unprovoked,USA,Florida,Florida Keys,Wading,M,33.0,28.0,Abrasions on lower leg,N,"H.D.Baldridge, SAF Case #1542",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.07.23-NV-Meacham.pdf
1968.07.16,1968,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County",Spearfishing using Scuba,M,33.0,28.0,Swimfin & knee bitten,N,"H.D.Baldridge, p.284",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.07.16-Hughes.pdf
1968.06.09,1968,Unprovoked,USA,Florida,"Mullet Key, Pinellas County",Clamming,M,17.0,28.0,Lacerations to lower right leg & andkle,N,"Evening Indeipendent, 6/10/1968, p.3",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.06.09-Nash.pdf
1968.04.29,1968,Invalid,USA,Florida,"Fort Lauderdale, Broward County",Wading,M,63.0,28.0,Foot severely injured,N,"News Journal, 5/1/1968",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.04.29-Carrell.pdf
1968.04.20,1968,Unprovoked,USA,Florida,"Palm Beach Shores, Riviera Beach, Singer Island, Palm Beach County",,M,10.0,28.0,"Buttock, both legs & arm bitten",N,"M. Vorenberg, GSAF; R. Skocik, pp.168-169; H.D. Baldridge, p.203; Note: A. Resciniti, p.35, also refers to an earlier attack on a snorkeler. The shark bit the boy's calf and both swim fins.",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.04.20-Samples.pdf
1968.03.10,1968,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Surfing,M,20.0,28.0,Foot lacerated,N,H.D. Baldridge (1994) SAF Case #1548,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.03.10-Icyda.pdf
1968.03.00,1968,Invalid,USA,Florida,Florida Keys,Treading water,M,28.0,28.0,No injury,N,H.D. Baldridge (1994) SAF Case #1530,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.03.00-NV-Voorhees.pdf
1968.02.26,1968,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,17.0,28.0,Foot lacerated,N,"H.D. Baldridge, #1549",http://sharkattackfile.net/spreadsheets/pdf_directory/1968.02.26-Hennessee.pdf
1968.00.00,1968,Invalid,USA,Florida,"Key West, Monroe County",Diving,,,28.0,Recovered,N,Unverified,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.00.00.b-NV-KeyWestDiver.pdf
1968.00.00,1968,Invalid,USA,Florida,"Jensen Beach, Martin County",Surfing,,,28.0,,UNKNOWN,Unverified,http://sharkattackfile.net/spreadsheets/pdf_directory/1968.00.00.a-NV-JensenBeach.pdf
1967.12.14,1967,Provoked,USA,,,,M,,28.0,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",N,H.D.Baldridge (1994) SAF Case #1566,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.12.14-NV-Stinson.pdf
1967.10.17,1967,Unprovoked,USA,Florida,"McArthur Beach, Singer Island, Palm Beach Shores",Standing on sandbar,M,19.0,28.0,Left foot bitten,N,"M. Vorenberg, GSAF",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.10.17-White.pdf
1967.09.20,1967,Invalid,USA,Hawaii,"Kailua Bay, O'ahu",Boat capsized between O'ahu & Molokai,M,,28.0,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,Y,"J. Borg, p.73; L. Taylor (1993), pp.102-103",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.09.20-male-Oahu.pdf
1967.09.07,1967,Unprovoked,USA,Florida,"Key West, Monroe County",Spearfishing,,,28.0,Survived,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.09.07.a-NV-KeyWest.pdf
1967.08.27,1967,Provoked,USA,California,Ventura,Pulling shark from the water,M,24.0,28.0,Nipped on shoulder by captive shark PROVOKED INCIDENT,N,"Ventura County Ad-Visor, 8/31/1967",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.08.27-Beatty.pdf
1967.08.07,1967,Unprovoked,USA,Florida,Near Key West,Spearfishing,M,15.0,28.0,Shark grasped thigh,N,"H.D. Baldridge, p.193; Clark, p.86",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.08.07-Ritter.pdf
1967.07.29,1967,Unprovoked,USA,Florida,Florida Keys,Snorkeling,M,20.0,28.0,Foot lacerated,N,"H.D.Baldridge, SAF Case #1538",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.07.29-NV-McGonigal.pdf
1967.07.00,1967,Invalid,USA,South Carolina,,Surfing,M,18.0,28.0,Incident not confirmed,N,H.D. Baldridge (1994) SAF Case #1637,http://sharkattackfile.net/spreadsheets/pdf_directory/1967.07.00-NV-Dowdy.pdf
1967.06.13,1967,Provoked,USA,Florida,"Key West, Monroe County",Spearfishing,M,26.0,28.0,"After shark was speared & hit on head, it bit the diver�s foot  PROVOKED INCIDENT",N,"H.D. Baldridge, p.192; M. McDiarmid, p.70",http://sharkattackfile.net/spreadsheets/pdf_directory/1967.06.13-Pruna.pdf
1966.09.19,1966,Provoked,USA,Hawaii,50 miles NE of Honolulu,Fishing,M,20.0,28.0,Left elbow or hand bitten PROVOKED INCIDENT,N,"Japan Times, 9/23/1966; Mainichi News, 9/25/1966 edtion",http://sharkattackfile.net/spreadsheets/pdf_directory/1966.09.19-Morita.pdf
1966.09.08,1966,Provoked,USA,Florida,"Florida Keys, Monroe County",Hunting crayfish ,M,14.0,28.0,Abdomen abraded when he seized shark PROVOKED INCIDENT,N,"San Antonio Express, 9/9/1966",http://sharkattackfile.net/spreadsheets/pdf_directory/1966.09.08-Redmond.pdf
1966.08.00,1966,Invalid,USA,Delaware,Fenwick Island,Spearfishing on Scuba,M,26.0,28.0,"No attack, no injury, shark took speared fish & approached diver closely ",N,H.D. Baldridge (1994) SAF Case #1440,http://sharkattackfile.net/spreadsheets/pdf_directory/1966.08.00.b-Henderson.pdf
1966.08.00,1966,Unprovoked,USA,Florida,"Municipal Bathing area, Riviera Beach, Palm Beach County",Wading,M,,28.0,"No injury, mother lifted him from the water",N,M. Vorenberg,http://sharkattackfile.net/spreadsheets/pdf_directory/1966.08.00.a-Carpenter.pdf
1966.07.31,1966,Unprovoked,USA,Texas,"South Jetty, Galveston",Diving for sand dollars,M,16.0,28.0,Dorsum of right foot grazed,N,"M. Vorenberg, H.D. Baldridge, p.191",http://sharkattackfile.net/spreadsheets/pdf_directory/1966.07.31-Russell.pdf
1966.07.19,1966,Provoked,USA,South Carolina,"Folly Beach, Charleston County",Killing a shark,M,34.0,28.0,"Arm bitten, PROVOKED INCIDENT",N,"News & Courier, 7/20/1966",http://sharkattackfile.net/spreadsheets/pdf_directory/1966.07.19-Estridge.pdf
1966.07.17,1966,Unprovoked,USA,Texas,"Point Comfort, Calhoun County",Fishing,M,14.0,28.0,Lacerations to right foot,N,"Victoria Advocate, 7/20/1966, p.8",http://sharkattackfile.net/spreadsheets/pdf_directory/1966.07.17.b-Barilek.pdf
1966.07.03,1966,Invalid,USA,Florida,"Key Biscayne, Miami, Dade County",Free diving,M,46.0,28.0,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,N,"H.D. Baldridge, p.210",http://sharkattackfile.net/spreadsheets/pdf_directory/1966.07.03-Brothers.pdf
1966.06.22,1966,Provoked,USA,New Jersey,"Reeds Bay, Brigantine, Atlantic County",Clamming,M,15.0,28.0,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,N,Press clippings,http://sharkattackfile.net/spreadsheets/pdf_directory/1966.06.22-Hiksdal.pdf
1966.06.11,1966,Provoked,USA,Florida,"Ft. Lauderdale, Broward County",Fishing,M,18.0,28.0,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,N,T. Bailey,http://sharkattackfile.net/spreadsheets/pdf_directory/1966.06.11-Chamberlin.pdf
1966.06.04,1966,Unprovoked,USA,Texas,Bolivar Peninsula,Swimming,M,18.0,28.0,Punctures on  thigh & buttock,N,D. Holmgreen,http://sharkattackfile.net/spreadsheets/pdf_directory/1966.06.04-Holmgreen.pdf
1966.05.16,1966,Invalid,USA,Florida,"Fernandina Beach, Nassau County",Spearfishing / Scuba diving,M,24.0,28.0,"White shark, 3.7 m [12']  made threat display. No injury, no attack",N,"H.D. Baldridge,p.184; SAF Case  #1412",http://sharkattackfile.net/spreadsheets/pdf_directory/1966.05.16.b-Oschoskey.pdf
1966.04.08,1966,Unprovoked,USA,Puerto Rico,,Swimming,M,25.0,28.0,Foot lacerated,N,H.D. Baldridge (1994) SAF Case #1483,http://sharkattackfile.net/spreadsheets/pdf_directory/1966.04.08-NV-Seaver.pdf
1966.01.22,1966,Unprovoked,USA,California,"Pebble Beach, Cypress Point, Monterey County",Free diving / spearfishing (resting on the surface),M,29.0,28.0,"Hand, arm & thigh bitten",N,"D. Miller & R. Collier; R. Collier, pp.40-41; H.D. Baldridge, p.76",http://sharkattackfile.net/spreadsheets/pdf_directory/1966.01.22-Barthman_Collier.pdf
1966.01.05,1966,Unprovoked,USA,Florida,"Hollywood, Broward County",Swimming,M,35.0,28.0,Thigh gashed,N,J. Ulsh,http://sharkattackfile.net/spreadsheets/pdf_directory/1966.01.05-Scherer.pdf
1966.00.00,1966,Invalid,USA,California,"Huntington Beach, Orange County",Walking,F,15.0,28.0,Minor lacerations & abrasions to lower leg. ,N,R. Collier,http://sharkattackfile.net/spreadsheets/pdf_directory/1966.00.00-Derry.pdf
1965.08.26,1965,Unprovoked,USA,New Jersey,"Steel Pier, Atlantic City, Atlantic County",Swimming,M,15.0,28.0,Right thigh lacerated,N,J. Bloodworth; Philadelphia Inquirer 8/27/1965,http://sharkattackfile.net/spreadsheets/pdf_directory/1965.08.26-Bloodworth.pdf
1965.06.19,1965,Invalid,USA,Florida,"In front of Key Biscayne Beach Club, Key Biscayne",Wading,M,,28.0,Parallel lacerations on right calf. Thought to be a barracuda bite ,N,"Miami Herald, 6/20/1965; SAF Case #1372",http://sharkattackfile.net/spreadsheets/pdf_directory/1965.06.19-Rihl.pdf
1965.06.18,1965,Invalid,USA,Florida,150 miles southeast of Cape Kennedy,"Diving, retrieving film package from Titan 3C rocket",M,,28.0,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",N,"Evening Standard (London) 6/9/1965; Sunday Express (London), 6/20/1965 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1965.06.18-TitanRocket.pdf
1965.04.29,1965,Unprovoked,USA,Florida,"Hobe Sound, Martin County",,M,49.0,28.0,"Thighs abraded, puncture wounds in dorsal surface of left hand",N,M. Vorenberg,http://sharkattackfile.net/spreadsheets/pdf_directory/1965.04.29-Vorenberg.pdf
1965.04.25,1965,Invalid,USA,California,"Pacifica, San Mateo County",Surfing,M,19.0,28.0,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,Y,"H.D. Baldridge, SAF Case #1370; R. Collier, p.xxxvi.",http://sharkattackfile.net/spreadsheets/pdf_directory/1965.04.25-Sammut.pdf
1965.04.10,1965,Unprovoked,USA,Florida,American Shoals off Key West,Spearfishing,M,28.0,28.0,Left hand severely lacerated,N,"J. D. Morgan, M.D. ",http://sharkattackfile.net/spreadsheets/pdf_directory/1965.04.10-Morgan.pdf
1965.04.04,1965,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Paddling on surfboard,M,17.0,28.0,Left hand punctured & lacerated,N,"M. Vorenberg; R. Greer, M.D.",http://sharkattackfile.net/spreadsheets/pdf_directory/1965.04.04.a-Lachmund.pdf
1965.03.23,1965,Invalid,USA,Puerto Rico,60 miles offshore north of San Juan,Aircraft exploded,M,,28.0,"All 16 onboard perished, recovery efforts hampered by sharks",N,Dr. S.D. Caller; SAF Case #1360,http://sharkattackfile.net/spreadsheets/pdf_directory/1965.03.23-CanadianAircraft.pdf
1965.03.14,1965,Unprovoked,USA,Florida,"Pompano Beach, Palm Beach County",Free diving,M,16.0,28.0,Survived,N,R. MacNeilly,http://sharkattackfile.net/spreadsheets/pdf_directory/1965.03.14-MacNeilly.pdf
1965.02.04,1965,Unprovoked,USA,Massachusetts,"Granite Pier, Rockport",Scuba diving,M,18.0,28.0,Punctures on left thigh,N,"R. Powell; Boston Traveler 2/11/1965; H.D. Baldridge, p.184",http://sharkattackfile.net/spreadsheets/pdf_directory/1965.02.04-Powell.pdf
1965.01.25,1965,Invalid,USA,California,"Newport Beach, Orange County",Motor boat Rebel Belle lost,M,21.0,28.0,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",Y,H.L. Johnson; SAF Case #1353,http://sharkattackfile.net/spreadsheets/pdf_directory/1965.01.25-RebelBelle.pdf
1965.00.00,1965,Unprovoked,USA,Texas,"Port Lavaca, Calhoun County",Dangling feet in the water,M,13.0,28.0,Foot bitten,N,"Victoria Advocate, 7/11/2011",http://sharkattackfile.net/spreadsheets/pdf_directory/1965.00.00.g-Darilek.pdf
1965.00.00,1965,Provoked,USA,California,"Dana Point, San Clemente, Orange County",Surfing,M,,28.0,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,N,"Orange County Register, 1/28/2998",http://sharkattackfile.net/spreadsheets/pdf_directory/1965.00.00.f-Berg.pdf
1965.00.00,1965,Provoked,USA,Florida,"Between Palm  & Salerno Inlets, Martin County",Collecting marine specimens,M,,28.0,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",N,M. Vorenberg,http://sharkattackfile.net/spreadsheets/pdf_directory/1965.00.00.e-Frank-RivieraBeach.pdf
1964.11.05,1964,Boat,USA,Puerto Rico,,Longline fishing,,,28.0,"No injury to occupant, shark bit propeller of outboard motor",N,"G. W. Bane, Jr.",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.11.05-NV-BostonWhaler.pdf
1964.10.25,1964,Invalid,USA,Florida,"Near US Air Force Base at Elgin, Okaloosa County",Boat Miss Becky  sank 12 miles from shore,,,28.0,"No injury to occupants, drove sharks away with paddles",N,"Miami News, 10/26/1964; SAF Case #1338",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.10.25-MissBecky.pdf
1964.08.26,1964,Unprovoked,USA,Florida,"Hollywood Beach, Broward County",Swimming,M,14.0,28.0,Bruised & abraded ankle,N,M. Tayman,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.08.26-Tayman.pdf
1964.08.22,1964,Invalid,USA,Florida,5 miles south of Palm Beach,Spearfishing / free diving,M,18.0,28.0,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,N,M. Vorenberg,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.08.22-Ruszenas.pdf
1964.08.21,1964,Unprovoked,USA,Florida,"Panama City, Bay County",Swimming,M,,28.0,"No injury,  bumped repeatedly",N,W.H. Tobert,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.08.21-Kopenski.pdf
1964.08.08,1964,Unprovoked,USA,Florida,"2 miles off Jupiter, Palm Beach County",Spearfishing using scuba,M,28.0,28.0,"No injury, shark hit scuba tank",N,"H.D. Baldridge, p.183",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.08.08-Webb.pdf
1964.07.27,1964,Provoked,USA,Puerto Rico,,,M,22.0,28.0,Arm lacerated by speared shark PROVOKED INCIDENT,N,H.D.Baldridge (1994) SAF Case #1547,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.07.27-NV-Alvelo.pdf
1964.07.15,1964,Invalid,USA,Connecticut,"3 days out of Old Saybrook, Connecticut, 37.04'N, 67.57'W, Southern fringe of Gulf Stream","Yacht Gooney Bird foundered, 4 survivors on raft",,,28.0,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",N,SAF Case #1313,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.07.15-GooneyBird.pdf
1964.07.08,1964,Provoked,USA,Florida,"Palm Beach, Palm Beach County",Tagging sharks,M,,28.0,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N,M. Vorenberg,http://sharkattackfile.net/spreadsheets/pdf_directory/1964.07.08.a-Vorenberg.pdf
1964.06.28,1964,Invalid,USA,New York,Long Island,Attempting to swim across the Atlantic Ocean,F,29.0,28.0,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",Y,"Oakland Tribune, 6/29/1964",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.06.28-Sullivan.pdf
1964.06.24,1964,Boat,USA,California,"Long Beach, Los Angeles County",Fishing,,,28.0,"No injury to occupants, shark crashed through windshield of boat",N,"Valley News (Gardena), 6/28/1964 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.06.24-BirchBoat.pdf
1964.03.05,1964,Unprovoked,USA,Florida,"Fort Lauderdale, Broward County",Skin diving ,M,38.0,28.0,"Minor injury, abdomen abraded when he collided with the shark",N,"Sun Sentinel, 3/6/1964 ",http://sharkattackfile.net/spreadsheets/pdf_directory/1964.03.05-Duryea.pdf
