Year,Country,Sex,Activity,Type,Fatal
1942,Cuba,M,Esso Bolivar was torpedoed & shelled by the German submarine U-126,Sea Disaster,N
1942,Australia,M,,Invalid,Y
1942,Australia,Unkown,,Boat,N
1942,Australia,F,Swimming,Unprovoked,Y
1942,Australia,M,Surf-skiing,Provoked,N
1942,Indonesia,M,Captured Allied soldiers were squeezed into 3' bamboo pig baskets & fed to waiting sharks,Sea Disaster,Y
1942,Philippines,M,"Sailing from Gingood, Misamis Oriental to Sagay (normally a 2-day voyage) capsized with 6 on board, three men were taken by sharks when they attempted to swim to shore.",Unprovoked,Y
1942,South Africa,Unkown,,Boat,N
1942,South Africa,Unkown,,Boat,N
1942,Bahamas,M,Swimming along side N.E.L. vessel Saluda,Unprovoked,N
1942,Mid-Pacifc Ocean,M,"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat ",Sea Disaster,N
1942,Panama,M,Swimming,Unprovoked,Y
1941,South Atlantic Ocean,Unkown,Torpedoed & burning British  light cruiser with a crew of 450 men,Sea Disaster,Y
1941,Australia,M,Swimming,Unprovoked,N
1941,South Atlantic Ocean,M,HMAS Parramatta torpedoed & sunk by the U-559,Sea Disaster,N
1941,South Atlantic Ocean,M,HMAS Parramatta torpedoed & sunk by the U-559,Sea Disaster,N
1941,South Atlantic Ocean,Unkown,British cruiser Dunedin torpedoed & sunk by the U-124,Sea Disaster,Y
1941,Australia,M,German raider Kormoran was sunk in an engagement with HMAS Sydney,Sea Disaster,N
1941,Caribbean Sea,M,SS Ethel Skakel foundered in Central America Hurricane of 1941,Unprovoked,Y
1941,USA,Unkown,Fishing,Provoked,N
1941,Australia,M,Swimming,Invalid,Y
1941,USA,M,Swimming at edge of channel,Unprovoked,N
1941,USA,Unkown,Fishing for tuna,Boat,N
1941,USA,M,Fishing,Provoked,N
1941,USA,M,Fishing from 32' boat,Provoked,N
1941,Pacific Ocean,M,"Ditched aircraft, 3 men in the water. Swam for 31 hours",Sea Disaster,Y
1941,South Atlantic Ocean,M,The troopship Britannia was sunk by the German raider Thor,Sea Disaster,N
1941,USA,M,Fishing,Provoked,N
1941,Australia,M,Fishing,Provoked,N
1941,Jamaica,M,Seine netting,Provoked,N
1941,South Atlantic Ocean,M,Rescuing seaman after ship sunk by German raider,Unprovoked,N
1941,Atlantic Ocean,M,Adrift on raft after their ship was sunk by an Axis raider ,Sea Disaster,Y
1941,Solomon Islands,M,Floating,Unprovoked,N
1941,Iran,M,Standing,Unprovoked,Y
1941,Iran,M,,Unprovoked,Y
1941,Iran,M,,Unprovoked,N
1941,Iran,M,Slipped off rocks and fell into the water,Unprovoked,Y
1941,Iran,M,Standing,Unprovoked,Y
1941,Papua New Guinea,M,,Unprovoked,N
1940,Australia,M,Standing on sandbank,Unprovoked,Y
1940,South Africa,M,Swimming,Unprovoked,Y
1940,Australia,M,Fishing,Unprovoked,N
1940,Australia,M,Collecting fish in military trap when bitten by captured shark that had been shot by soldiers with Garten,Provoked,N
1940,Panama,M,Bathing,Unprovoked,Y
1940,USA,M,Standing,Unprovoked,N
1940,USA,M,Standing ,Unprovoked,N
1940,USA,M,Fishing,Unprovoked,N
1940,South Africa,M,Treading water,Unprovoked,Y
1940,Australia,M,Free diving for lobster,Unprovoked,N
1940,South Africa,M,Swimming,Unprovoked,Y
1940,Australia,Unkown,Canoeing,Boat,N
1940,Australia,M,Wading,Unprovoked,Y
1940,Australia,M,Dived into the water,Unprovoked,N
1940,Australia,M,Swimming,Unprovoked,Y
1940,Australia,M,Swimming,Unprovoked,N
1940,South Africa,M,Swimming ,Unprovoked,Y
1940,Australia,M,Diving for trochus,Unprovoked,N
1940,Slovenia,Unkown,Boating,Boat,N
1940,New Guinea,F,,Unprovoked,Y
1940,Papua New Guinea,Unkown,male,Unprovoked,N
1940,South Africa,Unkown,Swimming,Invalid,UNKNOWN
1940,South Africa,F,,Invalid,Y
1940,South Africa,F,Standing in water with child in her arms,Invalid,N
1939,Australia,M,Swimming,Invalid,N
1939,Australia,M,Swimming ,Unprovoked,Y
1939,Australia,Unkown,,Boat,N
1939,Australia,Unkown,,Provoked,N
1939,Australia,Unkown,,Boat,UNKNOWN
1939,Australia,Unkown,,Boat,UNKNOWN
1939,Samoa,M,Fishing,Unprovoked,Y
1939,Australia,M,"Free diving for trochus shell, swimming to dinghy",Unprovoked,N
1939,USA,M,Spearfishing & had just speared a ulua,Unprovoked,N
1939,Australia,M,Pearl diving,Unprovoked,N
1939,USA,M,Fishing,Provoked,N
1939,Pacific Ocean,Unkown,Japanese freighter Bokuyo Maru burned & sank,Sea Disaster,Y
1939,Bahamas,M,"Dress diving, filming shark & pulling it through the water for a motion picture scene",Provoked,N
1939,USA,M,Seine netting,Provoked,N
1939,USA,M,Washed off freighter Huncliff by a freak wave,Unprovoked,Y
1939,Papua New Guinea,M,Dived for a coin,Unprovoked,Y
1939,Papua New Guinea,M,Dived for a coin,Unprovoked,Y
1939,New Zealand,M,Fishing,Provoked,N
1939,Australia,M,Scooping prawns,Unprovoked,N
1939,Sri Lanka,F,She was on a ship that was torpedoes & was in the water awaiting rescue,Sea Disaster,N
1939,Bahamas,Unkown,Fishing,Boat,N
1939,Venezuela,M,Bathing,Unprovoked,Y
1939,Curacao,M,Diving,Unprovoked,N
1939,Papua New Guinea,M,Swimming to anchored boat,Unprovoked,Y
1938,Australia,M,Swimming,Unprovoked,Y
1938,Australia,M,Fishing,Provoked,N
1938,China,M,Swimming alongside warship   Tsingt-ao,Unprovoked,Y
1938,USA,M,Fishing,Provoked,N
1938,USA,M,Swimming,Unprovoked,N
1938,Turkey,M,Fishing,Provoked,N
1938,USA,M,"Fishing, removing gaff from shark's mouth",Provoked,N
1938,Australia,M,"Hardhat diving from Japanese pearling lugger, Reiyo Maru",Unprovoked,Y
1938,Nicaragua,Unkown,"The schooner Elizabeth, bound from Bluefields, Nicaragua to the river port of San Carlos foundered",Unprovoked,Y
1938,Australia,M,Hardhat diving,Unprovoked,N
1938,Costa Rica,M,Fishing,Unprovoked,Y
1938,Iraq,M,"Swimming, naked",Unprovoked,N
1938,India,Unkown,Bathing,Unprovoked,Y
1938,Fiji,M,Wading,Unprovoked,N
1938,Australia,M,Canoe capsized by shark,Unprovoked,N
1938,Australia,M,Fishing,Provoked,N
1938,South Africa,M,"Watching seine netters with friends, one of whom picked up a netted shark",Provoked,N
1938,Australia,M,Diving off jetty,Unprovoked,N
1938,Australia,M,Surf skiing,Unprovoked,N
1938,Egypt,M,Sponge diving,Unprovoked,Y
1938,Trinidad & Tobago,M,Body surfing,Unprovoked,N
1938,USA,M,Fishing,Provoked,N
1938,Australia,M,Diving,Unprovoked,N
1938,South Africa,M,Swimming,Unprovoked,N
1937,USA,M,"Tzenny Chandris, a Greek freighter laden with scrap iron, foundered in heavy weather",Sea Disaster,Y
1937,Australia,M,Diving for trochus,Unprovoked,Y
1937,Solomon Islands,M,"Two canoes with 14 aboard blown to sea in a storm. While adrift for 3 week, one person fell overboard and was killed by a shark",Sea Disaster,Y
1937,Australia,M,Swimming ,Unprovoked,Y
1937,Australia,M,Swimming ,Unprovoked,Y
1937,Australia,M,Swimming near jetty,Unprovoked,N
1937,Australia,M,Surf skiing,Unprovoked,N
1937,Croatia,M,Fishing,Provoked,N
1937,Scotland,Unkown,Pleasure boating,Boat,N
1937,Scotland,Unkown,Fishing,Boat,N
1937,Scotland,M,Rowing,Unprovoked,N
1937,Australia,M,"Diving from the lugger San, operated by the Protector of the Aborigines",Unprovoked,N
1937,Turkey,M,Swimming,Invalid,N
1937,Panama,M,Swimming,Unprovoked,Y
1937,Australia,M,Pearl diving,Unprovoked,Y
1937,Italy,Unkown,,Invalid,N
1937,Greece,Unkown,,Unprovoked,Y
1937,Australia,M,"Fishing from launch, fell into net with shark",Provoked,N
1937,USA,M,Swimming,Unprovoked,Y
1937,USA,M,Fishing,Provoked,N
1937,Australia,M,"Refused permission to cross on the ferry, he was swimming across the river",Unprovoked,Y
1937,Australia,M,Bathing,Invalid,N
1937,Australia,M,Swimming,Invalid,Y
1937,Australia,M,Swimming,Unprovoked,Y
1937,Australia,Unkown,Swimming ashore after launch capsized,Unprovoked,N
1937,Australia,Unkown,Fishing,Boat,N
1937,Australia,M,Fishing,Provoked,N
1937,Australia,M,12 of the Penang's crew were returning to the ship when their 12' dinghy capsized,Invalid,Y
1937,Australia,M,Holding shark's tail ,Provoked,N
1937,Australia,M,,Unprovoked,N
1936,USA,M,"Diving, attempting to retrieve body of drowning victim wedged between rocks",Unprovoked,N
1936,Australia,Unkown,Sculling,Boat,N
1936,Australia,Unkown,Fishing for the shark that killed George Lundberg,Provoked,N
1936,Australia,M,Swimming,Unprovoked,Y
1936,Australia,M,Fishing,Boat,Y
1936,Australia,M,Spearfishing ,Provoked,N
1936,USA,M,Swimming,Unprovoked,N
1936,Australia,M,"Trochus diving, but floating on surface",Unprovoked,N
1936,Canada,Unkown,Fishing for cod,Provoked,N
1936,Australia,M,Pearl diving,Unprovoked,N
1936,USA,M,Fishing,Boat,N
1936,USA,M,Swimming crawl stroke,Unprovoked,Y
1936,USA,Unkown,Fishing for bluefish,Boat,N
1936,Australia,M,Diving,Unprovoked,N
1936,South Africa,Unkown,"Fishing, catching snoek, Thyrsites atun",Boat,N
1936,Australia,M,"Diving for trochus , but swimming on surface",Unprovoked,Y
1936,USA,M,Swimming,Unprovoked,Y
1936,Australia,M,Diving for trochus,Unprovoked,N
1936,Australia,Unkown,Diving,Unprovoked,N
1936,USA,M,Fishing,Provoked,N
1936,Australia,M,Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island ,Unprovoked,N
1936,Australia,M,Diving for trochus,Unprovoked,N
1936,Australia,Unkown,Rowing ,Boat,N
1936,Australia,F,Touching the mouth of a supposedly dead shark,Provoked,N
1936,Australia,M,Sculling,Unprovoked,N
1936,Australia,M,Swimming,Unprovoked,Y
1936,Australia,M,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",Unprovoked,Y
1936,Australia,M,Surfing,Invalid,Y
1936,Australia,M,Paddleskiing,Provoked,N
1936,Australia,M,Swimming ,Unprovoked,Y
1935,Australia,Unkown,Cruising,Provoked,N
1935,Australia,M,Diving?,Unprovoked,N
1935,USA,M,Swimming,Unprovoked,Y
1935,Papua New Guinea,M,Swimming,Unprovoked,Y
1935,Australia,M,"Fell overboard, hanging onto lifebuoy",Unprovoked,Y
1935,United Kingdom,M,Fishing,Invalid,N
1935,Australia,M,Diving for beche-de-mer from lugger,Unprovoked,Y
1935,USA,M,fishing boat exploded & sank,Invalid,Y
1935,USA,M,fishing boat exploded & sank,Invalid,Y
1935,Panama,M,"Fishing with dynamite, afterwards in water retrieving catch",Unprovoked,Y
1935,Croatia,F,Swimming,Unprovoked,Y
1935,USA,M,"Fishing for bluefish, shark leapt into dory",Unprovoked,N
1935,Solomon Islands,M,Fishing,Unprovoked,Y
1935,Australia,Unkown,,Boat,N
1935,Papua New Guinea,Unkown,,Unprovoked,N
1935,South Africa,M,Put foot inside a landed & supposedly dead shark,Provoked,N
1935,Australia,M,Pearl diving,Unprovoked,N
1935,Australia,M,"Disappeared 11 days earlier, probable homicide victim",Invalid,N
1935,USA,M,,Unprovoked,N
1935,Australia,M,Diving from dinghy for trochus shell,Unprovoked,N
1935,South Africa,M,Put foot inside mouth of supposedly dead shark,Provoked,N
1935,Australia,M,"Pearl diving, but standing in the water",Unprovoked,N
1935,Australia,M,Hauling in net with shark in it,Provoked,N
1935,Australia,M,Surfing,Unprovoked,N
1935,Australia,M,Swimming,Unprovoked,Y
1935,Australia,M,Standing,Unprovoked,Y
1935,Australia,M,Surfing (pneumatic surfboard),Unprovoked,N
1935,Australia,M,Fishing,Unprovoked,N
1935,Australia,Unkown,Fishing for sharks,Boat,N
1935,Israel,Unkown,,Invalid,Y
1935,Australia,M,,Invalid,N
1934,Australia,F,Splashing,Unprovoked,N
1934,Australia,M,Swimming (lead swimmer in race),Unprovoked,Y
1934,Australia,M,Taken as he dived into the water,Unprovoked,Y
1934,Australia,M,Swimming & splashing,Unprovoked,N
1934,Australia,F,Bathing,Unprovoked,Y
1934,Bermuda,M,Fishing,Provoked,N
1934,Australia,M,Freediving for trochus shell (submerged),Unprovoked,Y
1934,Bermuda,M,Fishing,Provoked,N
1934,Italy,M,Fishing on a boat,Boat,N
1934,Italy / Croatia,F,Swimming,Invalid,Y
1934,Australia,M,Dived into sea from launch & bitten immediately,Unprovoked,Y
1934,Croatia,F,Swimming,Unprovoked,Y
1934,USA,M,Swimming,Unprovoked,N
1934,Australia,M,Fishing,Boat,N
1934,Australia,M,Fishing,Provoked,N
1934,USA,M,Standing,Unprovoked,Y
1934,Australia,M,Body surfing,Unprovoked,N
1934,South Africa,M,Swimming,Unprovoked,Y
1934,South Africa,M,Swimming ,Unprovoked,N
1934,Australia,M,Swimming in waist-deep water ,Unprovoked,Y
1934,Australia,M,Swimming in hip-deep water,Unprovoked,Y
1934,Australia,Unkown,Fishing ,Provoked,N
1934,Australia,M,Splashing in water ,Unprovoked,N
1934,Chile,M,Fell into the water,Unprovoked,Y
1934,Turkey,M,Fishing,Boat,N
1934,Australia,M,Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream ,Unprovoked,N
1934,Australia,M,Swimming on sandbar adjacent to channel,Unprovoked,N
1933,Australia,M,Free diving for trochus ,Unprovoked,Y
1933,Australia,M,Pearl diving,Unprovoked,N
1933,Australia,M,Diving,Unprovoked,N
1933,Israel,M,Fishing,Boat,N
1933,USA,M,"Fishing, caught a 15' shark & took it onboard",Provoked,N
1933,USA,M,Bathing,Unprovoked,N
1933,USA,F,Swimming,Unprovoked,N
1933,USA,M,,Unprovoked,N
1933,Australia,M,Pearl diving,Unprovoked,N
1933,USA,M,Sitting in 3' of water,Unprovoked,N
1933,USA,F,Standing,Unprovoked,N
1933,Australia,M,Fishing,Invalid,N
1933,Barbados,Unkown,Yacht of Michael Howell capsized,Sea Disaster,Y
1933,Australia,M,Fishing,Provoked,N
1933,Australia,M,Treading water,Unprovoked,N
1933,Cuba,M,Swimming to shore from capsized sailboat,Sea Disaster,Y
1933,USA,M,Swimming,Unprovoked,Y
1933,Australia,M,Standing on his hands,Unprovoked,N
1933,Australia,M,Diving for trochus  from dinghy when seized by shark 6' below the surface,Unprovoked,N
1933,Australia,Unkown,,Boat,N
1933,Australia,M,Fishing,Provoked,N
1933,Australia,M,Swimming,Unprovoked,Y
1932,Australia,M,,Unprovoked,N
1932,New Zealand,M,Fishing ,Provoked,N
1932,Cuba,Unkown,Hurricane & Tidal Wave,Sea Disaster,UNKNOWN
1932,Australia,M,Swimming,Unprovoked,N
1932,Cape Verde,M,Swimming,Unprovoked,Y
1932,Fiji,M,Catching a turtle,Unprovoked,N
1932,Australia,M,,Provoked,N
1932,Australia,M,,Provoked,N
1932,USA,M,Fishing,Provoked,N
1932,Australia,M,Pearl diving,Unprovoked,N
1932,Bahamas,M,On expedition filming a feature movie & standing on tripod,Provoked,N
1932,USA,M,,Invalid,Y
1932,Canada,M,"Fishing, hauling in fishing gear",Boat,N
1932,USA,M,Fishing,Provoked,N
1932,USA,M,Fishing,Provoked,N
1932,Fiji,F,Free diving with goggles,Unprovoked,Y
1932,Australia,M,Pearl diving,Unprovoked,Y
1932,Australia,M,Pearl diving,Unprovoked,N
1932,Philippines,M,Standing,Unprovoked,Y
1932,Philippines,F,Standing,Unprovoked,Y
1932,USA,M,Swimming,Unprovoked,N
1932,Australia,M,Fishing with dynamite,Unprovoked,N
1932,Philippines,M,Working near fish traps,Unprovoked,Y
1932,Australia,M,Swimming,Unprovoked,N
1932,Australia,Unkown,Fishing,Boat,UNKNOWN
1932,Mexico,M,Fishing,Provoked,Y
1932,South Africa,M,Collecting fish by lamplight in gully,Unprovoked,N
1931,Australia,M,Diving for trochus from lugger,Unprovoked,N
1931,Jamaica,M,Diving off wharf,Unprovoked,Y
1931,USA,M,Swimming,Unprovoked,N
1931,USA,F,Swimming ,Unprovoked,N
1931,USA,M,Fishing,Invalid,Y
1931,Cuba,M,Swimming,Unprovoked,Y
1931,USA,M,,Invalid,Y
1931,USA,Unkown,Fishing for bluefish,Boat,N
1931,Cuba,M,Swimming a quarter mile offshore,Unprovoked,Y
1931,Cuba,M,Swimming ,Unprovoked,Y
1931,USA,M,Swimming,Unprovoked,N
1931,USA,M,Swimming,Unprovoked,N
1931,Australia,M,Fell overboard?,Unprovoked,Y
1931,Fiji,M,Swimming,Unprovoked,N
1931,USA,M,Swimming,Unprovoked,N
1931,USA,M,"Fishing, had just speared a ulua",Unprovoked,N
1931,USA,M,Gaffing & attempting to bring onboard a harpooned shark,Provoked,N
1931,USA,M,Crabbing,Unprovoked,N
1931,Australia,Unkown,,Boat,N
1931,Le Saint-Paul,M,"Fishing, boat capsized",Unprovoked,Y
1931,Australia,M,Fishing with a cast net,Unprovoked,Y
1931,Turkey,Unkown,Fishing,Boat,N
1931,Australia,M,"Fishing, hauling in net, shark in net",Provoked,N
1931,Australia,M,Swimming ,Invalid,Y
1931,Australia,M,,Unprovoked,N
1931,Australia,M,Pearl diving,Unprovoked,N
1931,Australia,M,Swimming,Unprovoked,N
1931,Tonga,M,"Swimming, carrying tin can with mail to steamer",Unprovoked,Y
1931,Papua New Guinea,Unkown,,Unprovoked,UNKNOWN
1930,Australia,M,Swimming,Unprovoked,N
1930,Australia,M,Fell overboard,Unprovoked,Y
1930,Australia,Unkown,Fishing,Boat,N
1930,Australia,M,,Unprovoked,Y
1930,Australia,M,Thrown into water from fishing dinghy,Unprovoked,N
1930,Honduras,M,Swimming,Unprovoked,Y
1930,Azores,Unkown,,Boat,N
1930,Australia,M,Fishing,Unprovoked,N
1930,Spain,M,Swimming,Unprovoked,N
1930,USA,M,Swimming,Unprovoked,N
1930,Cuba,M,Swimming,Unprovoked,N
1930,USA,M,Swimming,Unprovoked,N
1930,Australia,M,,Unprovoked,Y
1930,USA,M,Swimming / floating,Unprovoked,N
1930,Turkey,M,Fishing,Boat,N
1930,Costa Rica,Unkown,Air disaster,Invalid,Y
1930,South Africa,M,,Invalid,Y
1930,USA,M,Sponge diving,Unprovoked,N
1930,Australia,M,Pearl diving,Unprovoked,N
1930,Australia,M,Diving off pier & treading water,Unprovoked,Y
1930,Australia,M,Removing shark from a trap,Provoked,N
1930,Mexico,Unkown,Fishing schooner Jose Luis foundered,Boat,Y
1930,South Africa,M,Swimming,Unprovoked,N
1930,Mauritius,M,Swimming to shore after a squall  capsized their motorized shark fishing boat,Sea Disaster,Y
1930,Okinawa,M,,Unprovoked,N
1930,South Africa,M,Swimming,Unprovoked,Y
1929,Australia,M,Diving by wharf,Unprovoked,Y
1929,Australia,M,Diving,Unprovoked,N
1929,Australia,F,Bathing or body surfing ,Unprovoked,N
1929,Australia,M,Pearl diving,Unprovoked,N
1929,Australia,M,,Unprovoked,Y
1929,Kiribati,Unkown,"Sea Disaster, wreck of the  SS Norwich City",Sea Disaster,Y
1929,Cuba,M,Fishing,Unprovoked,N
1929,Australia,M,Pearl diving,Unprovoked,N
1929,Spain,M,Fishing ,Unprovoked,N
1929,Australia,M,Fell from wharf into water & attacked immediately,Unprovoked,Y
1929,USA,M,Bathing,Unprovoked,N
1929,Mexico,M,Swimming,Unprovoked,N
1929,Cape Verde,F,,Invalid,Y
1929,USA,M,Fishing,Provoked,N
1929,Australia,M,Pearl diving,Unprovoked,N
1929,Australia,M,Diving for trepang,Unprovoked,N
1929,Australia,M,Diving for trochus,Unprovoked,N
1929,Australia,M,Standing in knee-deep water,Provoked,N
1929,Australia,M,,Unprovoked,Y
1929,Australia,M,Swimming between boats,Unprovoked,Y
1929,USA,M,Swimming,Unprovoked,N
1929,Australia,M,Bathing,Unprovoked,Y
1929,Australia,M,Launching rowboat through the surf,Unprovoked,N
1929,Australia,M,Launching rowboat through the surf,Unprovoked,N
1929,Australia,M,Body surfing,Unprovoked,Y
1929,Australia,Unkown,Canoeing,Boat,N
1929,Australia,M,Swimming,Unprovoked,Y
1929,Australia,M,Swimming,Unprovoked,Y
1929,New Zealand,F,Bathing,Unprovoked,N
1929,Australia,M,Body surfing,Unprovoked,Y
1929,Turkey,M,Fishing boat,Boat,Y
1929,Fiji,M,Diving for coins thrown from ship S.S. Moeraki,Unprovoked,Y
1929,Australia,M,Swimming,Invalid,N
1929,Australia,M,"Wading, netting fish",Provoked,N
1929,USA,M,Fishing,Provoked,N
1929,Australia,M,,Unprovoked,N
1929,USA,M,Hardhat diving ,Unprovoked,N
1928,Australia,M,Pearl diving,Unprovoked,N
1928,USA,M,Fishing,Provoked,N
1928,India,M,,Boat,N
1928,USA,M,"Sea Disaster, sinking of the  SS Vestris",Sea Disaster,Y
1928,Panama,M,Swimming,Unprovoked,Y
1928,USA,M,Fishing,Unprovoked,N
1928,USA,M,,Invalid,UNKNOWN
1928,Australia,M,Pearl diving,Unprovoked,N
1928,Italy,M,Boating,Provoked,N
1928,USA,M,Swimming,Unprovoked,N
1928,India,M,,Invalid,UNKNOWN
1928,Australia,M,Fishing,Unprovoked,N
1928,Australia,M,Treading water,Unprovoked,N
1928,Jamaica,M,Diving,Unprovoked,Y
1928,Australia,M,Bathing,Unprovoked,N
1928,Australia,M,Standing in waist-deep water,Unprovoked,Y
1928,Australia,M,,Unprovoked,N
1928,Australia,M,Pearl diving,Unprovoked,Y
1928,Costa Rica,F,Swimming,Unprovoked,N
1928,Costa Rica,M,Swimming,Unprovoked,N
1928,Australia,M,Retrieving meat from a cage in the water,Unprovoked,Y
1928,USA,Unkown,Swimming,Invalid,Y
1928,USA,M,Jumped overboard and swimming,Invalid,Y
1928,South Africa,F,,Unprovoked,N
1928,South Africa,M,Body surfing,Unprovoked,N
1928,South Africa,M,Standing,Unprovoked,N
1927,South Africa,M,Swimming,Unprovoked,Y
1927,Australia,Unkown,The steamer Tahiti collided with the ferry Greycliffe,Sea Disaster,Y
1927,Brazil,Unkown,Italian liner Principessa Mafalda sank,Sea Disaster,Y
1927,Australia,M,Riding horseback across the creek,Unprovoked,N
1927,Fiji,M,"Standing, collecting bananas",Unprovoked,N
1927,Australia,Unkown,,Boat,N
1927,Philippines,Unkown,Sea disaster,Sea Disaster,Y
1927,Australia,M,Walking,Unprovoked,Y
1927,Australia,M,Diving,Unprovoked,N
1927,Australia,M,Pearl diving,Unprovoked,N
1927,Australia,M,Body surfing / treading water,Unprovoked,N
1927,Nicaragua,M,Feeling the shark�s teeth,Provoked,N
1927,Australia,M,Attempting to rescue drowning man,Unprovoked,N
1927,New Zealand,M,Fishing,Provoked,N
1927,South Africa,M,Body surfing,Unprovoked,N
1927,USA,M,Swimming,Unprovoked,N
1927,Australia,M,Swimming,Unprovoked,Y
1927,Australia,M,Swimming,Unprovoked,Y
1927,Australia,M,Pearl diving,Unprovoked,N
1926,Australia,M,Diving for trochus,Unprovoked,Y
1926,Australia,M,Diving,Unprovoked,N
1926,Papua New Guinea,M,Jumped into the water,Unprovoked,Y
1926,Australia,M,Bathing,Unprovoked,N
1926,Bermuda,Unkown,British patrol boat 1250-ton HMS  Valerian foundered in a hurricane,Sea Disaster,N
1926,Papua New Guinea,M,Jumped out of canoe,Unprovoked,Y
1926,USA,M,Swimming,Unprovoked,Y
1926,Italy,M,Swimming,Unprovoked,Y
1926,USA,M,Fishing,Boat,N
1926,USA,M,Swimming with dog near canning factory,Unprovoked,N
1926,Spain,M,Bathing,Invalid,N
1926,USA,M,Swimming,Unprovoked,Y
1926,South Atlantic Ocean,M,Fell overboard from SS Ripley Castle,Unprovoked,N
1926,USA,F,Swimming,Unprovoked,N
1926,Australia,F,Swimming ,Unprovoked,Y
1926,South Africa,M,Swimming,Unprovoked,N
1926,Australia,M,,Unprovoked,N
1926,Monaco,M,,Unprovoked,Y
1926,New Zealand,M,Shark hoisted on board liner Tahiti,Provoked,N
1926,Singapore,F,Dived onto shark from floating stage,Unprovoked,Y
1926,South Africa,M,Swimming to mail boat,Unprovoked,UNKNOWN
1925,Australia,M,Floating on his back,Unprovoked,Y
1925,USA,Unkown,,Unprovoked,N
1925,USA,M,,Unprovoked,N
1925,Spain,M,Fishing,Provoked,N
1925,England,M,Fishing,Unprovoked,N
1925,USA,F,Swimming,Unprovoked,N
1925,Australia,Unkown,,Invalid,UNKNOWN
1925,USA,M,,Unprovoked,N
1925,Australia,M,Bathing in waist-deep water,Unprovoked,N
1925,Australia,M,Swimming,Unprovoked,Y
1925,Papua New Guinea,M,Swimming,Unprovoked,Y
1925,USA,M,Swimming,Unprovoked,N
1925,Canada,M,"Diving, repairing water main at depth of 90'",Unprovoked,N
1925,Fiji,M,Diving for coins tossed from passenger ship,Unprovoked,N
1924,Mexico,F,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,Unprovoked,Y
1924,Panama,M,"Inebriated, woke from sleep and fell off deck into the water ",Unprovoked,N
1924,USA,M,Bathing,Unprovoked,Y
1924,French Polynesia,M,Pearl diving,Provoked,N
1924,Australia,M,Bathing,Unprovoked,N
1924,USA,M,Standing,Unprovoked,N
1924,England,M,Fishing for mackerel,Provoked,N
1924,USA,M,Fishing,Boat,N
1924,USA,M,Removing shark from a net,Provoked,N
1924,Australia,M,"Fishing, fell in water & swimming strongly to shore",Unprovoked,Y
1924,Panama,M,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",Unprovoked,N
1924,Australia,M,Swimming ,Invalid,N
1924,Solomon Islands,M,Swimming,Unprovoked,N
1924,Spain,Unkown,Fishing,Boat,N
1924,Australia,F,Bathing in 5' of water,Unprovoked,N
1924,Australia,M,Bathing,Invalid,Y
1924,South Africa,M,Swimming,Unprovoked,Y
1924,South Africa,M,Swimming,Unprovoked,N
1924,Australia,M,Had just dived into water & was swimming,Unprovoked,Y
1923,Australia,M,Swimming,Unprovoked,N
1923,Australia,M,"Fishing, standing in waist-deep water",Unprovoked,Y
1923,Australia,M,Dry shelling,Unprovoked,Y
1923,Australia,M,Fishing,Invalid,Y
1923,Australia,M,Sailing,Invalid,Y
1923,Australia,Unkown,Fishing,Boat,N
1923,Australia,M,Pearl diving,Unprovoked,N
1923,Guyana,M,Fishing,Unprovoked,N
1923,Australia,M,Diving for pearl,Unprovoked,N
1923,Australia,M,"After rowing skiff was holed by shark, he was attempting to swim ashore",Boat,Y
1923,Mexico,Unkown,Dismantling cable buoys of the cable ship All America,Boat,N
1923,Australia,M,Wading,Unprovoked,N
1923,Australia,M,Diving?,Unprovoked,Y
1923,Australia,M,Diving,Unprovoked,N
1923,USA,M,Swimming ,Unprovoked,N
1923,Australia,M,,Invalid,Y
1923,Australia,M,Swimming,Unprovoked,Y
1923,Cuba,M,seaplane Columbus ditched in the sea,Invalid,Y
1923,USA,M,Fishing,Boat,N
1923,Philippines,M,,Unprovoked,N
1923,USA,M,Hoisting shark aboard fishing boat,Provoked,N
1922,USA,M,Hoisting shark aboard fishing boat,Provoked,N
1922,USA,F,Bathing,Unprovoked,Y
1922,Australia,M,Bathing in 3' to 4' of water,Unprovoked,Y
1922,Barbados,M,Fishing,Unprovoked,Y
1922,Australia,M,Sailing,Invalid,Y
1922,USA,M,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",Unprovoked,N
1922,England,M,Swimming ,Unprovoked,Y
1922,USA,Unkown,Fishing,Boat,N
1922,USA,M,,Unprovoked,N
1922,USA,F,Floating,Unprovoked,Y
1922,Jamaica,M,Swimming,Unprovoked,Y
1922,South Africa,M,Swimming,Unprovoked,N
1922,Australia,M,Swimming,Unprovoked,Y
1922,Jamaica,M,Fishing,Unprovoked,N
1922,Jamaica,F,Standing,Unprovoked,Y
